sentence1,sentence2,is_true
"History of the steam engine -- The first recorded rudimentary steam engine was the aeolipile described by Heron of Alexandria in 1st-century Roman Egypt. Several steam-powered devices were later experimented with or proposed, such as Taqi al-Din's steam jack, a steam turbine in 16th-century Ottoman Egypt, and Thomas Savery's steam pump in 17th-century England. In 1712, Thomas Newcomen's atmospheric engine became the first commercially successful engine using the principle of the piston and cylinder, which was the fundamental type steam engine used until the early 20th century. The steam engine was used to pump water out of coal mines",was the steam engine invented during the renaissance,0
"Yellowjacket -- Yellowjacket or Yellow jacket is the common name in North America for predatory social wasps of the genera Vespula and Dolichovespula. Members of these genera are known simply as ``wasps'' in other English-speaking countries. Most of these are black and yellow like the eastern yellowjacket Vespula maculifrons and the aerial yellowjacket Dolichovespula arenaria; some are black and white like the bald-faced hornet, Dolichovespula maculata. Others may have the abdomen background color red instead of black. They can be identified by their distinctive markings, their occurrence only in colonies, and a characteristic, rapid, side-to-side flight pattern prior to landing. All females are capable of stinging. Yellowjackets are important predators of pest insects.",are yellow jackets and wasps the same thing,1
"Lani Price -- Stowers was grateful that Lani was much more integrated into the canvas upon her return. ``Everyone respects her. She's making great friendships. I think in the beginning (...), that wasn't there.'' Lani comes back to town with a secret. Though Lani's main reason for returning is to visit her ailing father, it is revealed that she is the woman JJ Deveraux (Casey Moss) had a drunken one-night-stand with whom he could not remember. In June 2018, Stowers renewed her deal with the soap; she will continue to appear as Lani into fall 2019.",did lonnie die on days of our lives,0
"Return address -- The return address is not required on postal mail. However, lack of a return address prevents the postal service from being able to return the item if it proves undeliverable; such as from damage, postage due, or invalid destination. Such mail may otherwise become dead letter mail.",can you send out mail without a return address,1
"Mithridatism -- It is important to note that mithridatism is not effective against all types of poison (immunity generally is only possible with biologically complex types which the immune system can respond to) and, depending on the toxin, the practice can lead to the lethal accumulation of a poison in the body. Results depend on how each poison is processed by the body, ie, on how the toxic compound is metabolized or passed out of the body. In some cases, it is possible to build up tolerance against specific non-biological poisons. For some poisons, this involves conditioning the liver to produce more of the particular enzymes that deal with these poisons (for example alcohol). Another mechanism involves conditioning the target tissues of the poisons. These methods do not work for all non-biological poisons. Exposure to certain toxic substances, such as hydrofluoric acid and heavy metals, is either lethal or has little to no effect, and thus cannot be used in this way at all. Arsenic is a notable exception with some people actually having a genetic adaptation granting them higher resistance which can be replicated with mithridatism. In addition, simple toxins that work through chemical processes that bypass the immune system cannot be dealt with (good example would be the variants of cyanide).",can you build up an immunity to arsenic,1
"Single-subject design -- In design of experiments, single-subject design or single-case research design is a research design most often used in applied fields of psychology, education, and human behavior in which the subject serves as his/her own control, rather than using another individual/group. Researchers use single-subject design because these designs are sensitive to individual organism differences vs group designs which are sensitive to averages of groups. Often there will be large numbers of subjects in a research study using single-subject design, however--because the subject serves as their own control, this is still a single-subject design. These designs are used primarily to evaluate the effect of a variety of interventions in applied research.",is single research design suitable in all research studies,0
"The Dark Knight (film) -- The Dark Knight is a 2008 superhero film directed, produced, and co-written by Christopher Nolan. Featuring the DC Comics character Batman, the film is the second part of Nolan's The Dark Knight Trilogy and a sequel to 2005's Batman Begins, starring an ensemble cast including Christian Bale, Michael Caine, Heath Ledger, Gary Oldman, Aaron Eckhart, Maggie Gyllenhaal and Morgan Freeman. In the film, Bruce Wayne / Batman (Bale), Police Lieutenant James Gordon (Oldman) and District Attorney Harvey Dent (Eckhart) form an alliance to dismantle organized crime in Gotham City, but are menaced by an anarchist mastermind known as the Joker (Ledger), who seeks to undermine Batman's influence and create chaos.",is the dark knight a sequel to batman begins,1
"Racial segregation in the United States Armed Forces -- The American military was entirely segregated during World War I. Although the military training of black Americans was opposed by white supremacist politicians such as Sen. James K. Vardaman (D-Mississippi) and Sen. Benjamin Tillman (D-South Carolina), the decision was made to include African-Americans in the 1917 draft. A total of 290,527 black Americans were ultimately registered for the draft.",were the us armed forces integrated in wwi,1
"United Kingdom European Union membership referendum, 2016 -- The United Kingdom European Union membership referendum, also known as the EU referendum and the Brexit referendum, took place on 23 June 2016 in the United Kingdom (UK) and Gibraltar to gauge support for the country either remaining a member of, or leaving, the European Union (EU) under the provisions of the European Union Referendum Act 2015 and also the Political Parties, Elections and Referendums Act 2000. The referendum resulted in a simple majority of 51.9% (of people who voted) being in favour of leaving the EU. Although legally the referendum was non-binding, the government of that time had promised to implement the result, and it initiated the official EU withdrawal process on 29 March 2017, which put the UK on course to leave the EU by 30 March 2019, after a period of Brexit negotiations.",is britain still a member of european union,1
"Joe Namath -- Joseph William Namath (/ˈneɪmɪθ/; born May 31, 1943), nicknamed ``Broadway Joe'', is a former American football quarterback and actor. He played college football for the University of Alabama under coach Paul ``Bear'' Bryant from 1962 to 1964, and professional football in the American Football League (AFL) and National Football League (NFL) during the 1960s and 1970s. Namath was an AFL icon and played for that league's New York Jets for most of his professional football career. He finished his career with the Los Angeles Rams. He was elected to the Pro Football Hall of Fame in 1985.",is joe namath in the nfl hall of fame,1
"Benson & Hedges -- Benson & Hedges is a British brand of cigarettes owned by either Philip Morris International, British American Tobacco, or Japan Tobacco, depending on the region. In the UK, they are registered in Old Bond Street in London, and are manufactured in Lisnafillan, Ballymena, Northern Ireland.",do they still make benson & hedges cigarettes,1
"Last Forever -- An alternative cut of the ending appeared on the season nine DVD and the box set. It did not contain any new footage, but is edited in a way that changes the fates of Ted, Tracy and Robin. The voiceover is performed by Saget, rather than Radnor, and is completely different.",is there an alternative ending to how i met your mother,1
"Bull shark -- Bull sharks can thrive in both salt and fresh water and can travel far up rivers. They have been known to travel up the Mississippi River as far as Alton, Illinois, about 700 miles (1100 km) from the ocean. However, few freshwater human-shark interactions have been recorded. Larger-sized bull sharks are probably responsible for the majority of near-shore shark attacks, including many bites attributed to other species.",do they have sharks in the mississippi river,1
"Georgia Aquarium -- The Aquarium's notable specimens include whale sharks, beluga whales, California sea lions, bottlenose dolphins, and manta rays.",does the georgia aquarium still have whale sharks,1
"Skunks as pets -- Although capable of living indoors with humans similarly to cats or dogs, pet skunks are relatively rare, partly due to restrictive laws and the complexity of their care. Pet skunks are mainly kept in the United States, Canada, Germany, the Netherlands, Poland, and Italy.",can you own a pet skunk in canada,1
"Move over law -- A move over law is a law which requires motorists to move over and change lanes to give safe clearance to law enforcement officers, firefighters, ambulances, utility workers, and in some cases, tow-truck drivers. In the past, Canada and United States have used this term to apply to two different concepts; however, this is beginning to change as Canadian provinces have begun expanding the scope of their move over laws.",is it a law that you have to pull over for an ambulance,1
"Case Histories (TV series) -- Case Histories is a British crime drama television series based on the Jackson Brodie novel series by Kate Atkinson. It stars Jason Isaacs, who had also narrated the abridged audiobook adaptation, as protagonist Jackson Brodie. The series is both set and filmed in Edinburgh. The first series premiered on 5 June 2011, on BBC1 in the United Kingdom, and in October 2011 on PBS in the United States. A second series aired in 2013. Initially commissioned as two feature-length episodes, in September 2012, the BBC reported that the format of series two would be different, encompassing three stories, each self-contained, at a running time of ninety minutes per episode. The first episode was revealed to be an adaptation of Atkinson's novel Started Early, Took My Dog. Filming for the second series commenced in October 2012. The second and third episodes of the series are original stories, written exclusively for television.",is there a season 2 of case histories,1
"Timothy-grass -- Timothy-grass (Phleum pratense) is an abundant perennial grass native to most of Europe except for the Mediterranean region. It is also known simply as timothy, meadow cat's-tail or common cat's tail. It is a member of the genus Phleum, consisting of about 15 species of annual and perennial grasses.",is timothy grass and timothy hay the same thing,1
"Heat syncope -- Heat syncope is fainting or dizziness as a result of overheating (syncope is the medical term for fainting). It is a type of heat illness. The basic symptom of heat syncope is fainting, with or without mental confusion. Heat syncope is caused by peripheral vessel dilation, resulting in diminished blood flow to the heart and dehydration.",can being too hot cause you to faint,1
"Law of South Africa -- South Africa has a 'hybrid' or 'mixed' legal system, formed by the interweaving of a number of distinct legal traditions: a civil law system inherited from the Dutch, a common law system inherited from the British, and a customary law system inherited from indigenous Africans (often termed African Customary Law, of which there are many variations depending on the tribal origin). These traditions have had a complex interrelationship, with the English influence most apparent in procedural aspects of the legal system and methods of adjudication, and the Roman-Dutch influence most visible in its substantive private law. As a general rule, South Africa follows English law in both criminal and civil procedure, company law, constitutional law and the law of evidence; while Roman-Dutch common law is followed in the South African contract law, law of delict (tort), law of persons, law of things, family law, etc. With the commencement in 1994 of the interim Constitution, and in 1997 its replacement, the final Constitution, another strand has been added to this weave.",does roman-dutch law still apply to south african law,1
"Groundhog -- The groundhog (Marmota monax), also known as a woodchuck, is a rodent of the family Sciuridae, belonging to the group of large ground squirrels known as marmots. It was first scientifically described by Carl Linnaeus in 1758. The groundhog is also referred to as a chuck, wood-shock, groundpig, whistlepig, whistler, thickwood badger, Canada marmot, monax, moonack, weenusk, red monk and, among French Canadians in eastern Canada, siffleux. The name ``thickwood badger'' was given in the Northwest to distinguish the animal from the prairie badger. Monax was a Native American name of the woodchuck, which meant ``the digger''. Young groundhogs may be called chucklings. Other marmots, such as the yellow-bellied and hoary marmots, live in rocky and mountainous areas, but the groundhog is a lowland creature. It is found through much of the eastern United States across Canada and into Alaska",is a groundhog and a woodchuck the same thing,1
"FIFA eligibility rules -- As the governing body of association football, FIFA is responsible for maintaining and implementing the rules that determine whether an association football player is eligible to represent a particular country in officially recognised international competitions and friendly matches. In the 20th century, FIFA allowed a player to represent any national team, as long as the player held citizenship of that country. In 2004, in reaction to the growing trend towards naturalisation of foreign players in some countries, FIFA implemented a significant new ruling that requires a player to demonstrate a ``clear connection'' to any country they wish to represent. FIFA has used its authority to overturn results of competitive international matches that feature ineligible players.",do world cup players have to play for their home country,0
"President -- The first usage of the word president to denote the highest official in a government was during the Commonwealth of England. After the abolition of the monarchy the English Council of State, whose members were elected by the House of Commons, became the executive government of the Commonwealth. The Council of State was the successor of the Privy Council, which had previously been headed by the Lord President; its successor the Council of State was also headed by a Lord President, the first of which was John Bradshaw. However, the Lord President alone was not head of state, because that office was vested in the council as a whole.",was america the first country to have a president,0
"Avatar: The Last Airbender -- Avatar: The Last Airbender was co-created and produced by Michael Dante DiMartino and Bryan Konietzko at Nickelodeon Animation Studios in Burbank, California. Its animation was mostly done by South Korean studios JM Animation, DR Movie, and MOI Animation. According to Konietzko, the series was conceived in early 2001 when he took an old sketch of a balding, middle-aged man and imagined the man as a child. He drew the character herding bison in the sky and showed the sketch to DiMartino, who was watching a documentary about explorers trapped at the South Pole. Konietzko described their early development of the concept; ``There's an air guy along with these water people trapped in a snowy wasteland ... and maybe some fire people are pressing down on them''. The co-creators successfully pitched the idea to Nickelodeon vice-president and executive producer Eric Coleman two weeks later.",was avatar the last airbender based on a book,0
"Organ transplantation -- Organs that have been successfully transplanted include the heart, kidneys, brain, liver, lungs, pancreas, intestine, and thymus. Tissues include bones, tendons (both referred to as musculoskeletal grafts), corneae, skin, heart valves, nerves and veins. Worldwide, the kidneys are the most commonly transplanted organs, followed by the liver and then the heart. Corneae and musculoskeletal grafts are the most commonly transplanted tissues; these outnumber organ transplants by more than tenfold.",can any organs in the digestive system be transplanted,1
"Cellophane noodles -- Cellophane noodles should not be confused with rice vermicelli, which are made from rice and are white in color rather than clear (after cooking in water).",are rice noodles and glass noodles the same,0
"Quartz -- Rose quartz is a type of quartz which exhibits a pale pink to rose red hue. The color is usually considered as due to trace amounts of titanium, iron, or manganese, in the material. Some rose quartz contains microscopic rutile needles which produces an asterism in transmitted light. Recent X-ray diffraction studies suggest that the color is due to thin microscopic fibers of possibly dumortierite within the quartz.",is pink quartz and rose quartz the same,1
"The Wizarding World of Harry Potter (Universal Orlando Resort) -- The Wizarding World of Harry Potter is a themed area spanning two theme parks--Islands of Adventure and Universal Studios Florida--at the Universal Orlando Resort in Orlando, Florida. The area is themed to the Harry Potter media franchise, adapting elements from the film series and novels by J.K. Rowling. The Wizarding World of Harry Potter was designed by Universal Creative from an exclusive license with Warner Bros. Entertainment.",is the wizarding world of harry potter in islands of adventure,1
"Brexit -- Brexit (/ˈbrɛksɪt, ˈbrɛɡzɪt/) is the impending withdrawal of the United Kingdom (UK) from the European Union (EU). In a referendum on 23 June 2016, a majority of British voters supported leaving the EU. On 29 March 2017, the UK government invoked Article 50 of the Treaty on European Union. The United Kingdom is due to leave the EU on 29 March 2019 at 11 p.m. UTC (midnight Central European Time), when the period for negotiating a withdrawal agreement will end unless an extension is agreed.",did the united kingdom leave the european union,0
"Flying fish -- The Exocoetidae are a family of marine fish in the order Beloniformes class Actinopterygii. Fish of this family are known as flying fish. About 64 species are grouped in seven to nine genera. Flying fish can make powerful, self-propelled leaps out of water into air, where their long, wing-like fins enable gliding flight for considerable distances above the water's surface. This uncommon ability is a natural defence mechanism to evade predators.",are flying fish fish that can actually fly,0
"Foamcore -- Foamcore, foam board, or paper-faced foam board is a lightweight and easily cut material used for mounting of photographic prints, as backing for picture framing, for making scale models, and in painting. It consists of a board of polystyrene foam clad with an outer facing of paper on either side, typically white clay-coated paper or brown kraft paper.",is foam board and foam core the same thing,1
"Taconic State Parkway -- According to data compiled by the National Highway Traffic Safety Administration, the Taconic was the second deadliest road in Dutchess County after US 9 between 1994 and 2008. New York State Police blamed travelers exceeding speed limits, wildlife crossings and trucks being directed onto the parkway by their GPS navigation devices. The state was planning to post more explicit signage making it clear that trucks are not allowed on parkways in New York.",can trucks go on the taconic state parkway,0
"Energy subsidies -- According to a 2015 estimate by the Obama administration, the US oil industry benefited from subsidies of about $4.6 billion per year. A 2017 study by researchers at Stockholm Environment Institute published in the journal Nature Energy estimated that nearly half of U.S. oil production would be unprofitable without subsidies.",does the government give subsidies to oil companies,1
"KSI vs. Logan Paul -- KSI vs. Logan Paul is a two-part white-collar amateur boxing match between two YouTubers, KSI and Logan Paul, who are British and American, respectively. The first of the two parts was held on 25 August 2018 at 8:30 PM BST in the Manchester Arena, Manchester, England, and was streamed on YouTube's pay-per-view platform. The fight has been labeled ``the largest event in YouTube history'' and ``the largest ever amateur boxing fight''.",is the ksi vs logan paul fight pay per view,1
"Greece national football team -- Greece were subsequently drawn against Croatia in the play-off round, where they were knocked out over two legs; a 4--1 away defeat set the tone for Greece's campaign, and in the second leg they drew a blank in a 0--0 stalemate against the Croats to signify the end of their World Cup hopes. Kostas Mitroglou finished as Greece's top scorer throughout their campaign, scoring six goals.",is greece not in the world cup 2018,0
"S.W.A.T. (1975 TV series) -- On May 12, 2017, a rebooted version of S.W.A.T. was ordered to series by CBS. The new series premiered on November 2, 2017.",is swat a remake of an old show,1
"Option time value -- In finance, the time value (TV) (extrinsic or instrumental value) of an option is the premium a rational investor would pay over its current exercise value (intrinsic value), based on the probability it will increase in value before expiry. For an American option this value is always greater than zero in a fair market, thus an option is always worth more than its current exercise value.. As an option can be thought of as 'price insurance' (e.g., an airline insuring against unexpected soaring fuel costs caused by a hurricane), TV can be thought of as the risk premium the option seller charges the buyer--the higher the expected risk (volatility ⋅ (\displaystyle \cdot ) time), the higher the premium. Conversely, TV can be thought of as the price an investor is willing to pay for potential upside.",can the time value of an option be negative,0
"New York City -- The City of New York, often called New York City (NYC) or simply New York (NY), is the most populous city in the United States. With an estimated 2017 population of 8,622,698 distributed over a land area of about 302.6 square miles (784 km), New York City is also the most densely populated major city in the United States. Located at the southern tip of the state of New York, the city is the center of the New York metropolitan area, the largest metropolitan area in the world by urban landmass and one of the world's most populous megacities, with an estimated 20,320,876 people in its 2017 Metropolitan Statistical Area and 23,876,155 residents in its Combined Statistical Area. A global power city, New York City has been described uniquely as the cultural, financial, and media capital of the world, and exerts a significant impact upon commerce, entertainment, research, technology, education, politics, tourism, art, fashion, and sports. The city's fast pace has inspired the term New York minute. Home to the headquarters of the United Nations, New York is an important center for international diplomacy.",is new york a city in new york,1
"Father's Day -- In France lighter manufacturer ``Flaminaire'' introduced the idea of father's day first in 1949 for commercial reasons. Director ``Marcel Quercia'' wanted to sell their lighter in France. In 1950, they introduced ``la Fête des Pères'', which would take place every third Sunday of June (following the American example). Their slogan `` Nos papas nous l'ont dit, pour la fête des pères, ils désirent tous un Flaminaire '' (Our fathers told us, for father's day, they all want a Flaminaire). In 1952, the holiday was officially decreed. A national father's day committee was set up to give a prize for fathers that deserved it most (originally, candidates were nominated by the social services of each town hall's/mayor's office); This complements ``la Fête des Mères'' (Mother's day) which was made official in France in 1928 and added to the calendar in Vichy in 1941.",do they celebrate father's day in france,1
"Wheel and axle -- The wheel and axle are one of six simple machines identified by Renaissance scientists drawing from Greek texts on technology. The wheel and axle consists of a wheel attached to a smaller axle so that these two parts rotate together in which a force is transferred from one to the other. A hinge or bearing supports the axle, allowing rotation. It can amplify force; a small force applied to the periphery of the large wheel can move a larger load attached to the axle.",is a wheel and axle a simple machine,1
"Great Lakes Waterway -- The waterway allows passage from the Atlantic Ocean to the inland port of Duluth on Lake Superior, a distance of 2,340 miles (3,770 km) and to Chicago, on Lake Michigan, at 2,250 miles (3,620 km).",can you boat from lake michigan to atlantic ocean,1
"Advanced emergency medical technician -- EMT-I/85 is a level of EMT-I training formulated by the National Registry of Emergency Medical Technicians in 1985. This training level includes more invasive procedures than are covered at the EMT-Basic level, including IV therapy, the use of advanced airway devices, and provides for advanced assessment skills. The EMT-I/85 typically administered the same medications as an EMT-B (oxygen, oral glucose, activated charcoal, epinephrine auto-injectors (EpiPens), nitroglycerin, and metered-dose inhalers such as albuterol). However, in some states they were also allowed to administer naloxone, D50, and glucagon. Like all other EMT levels, their scope of practice was governed by the state and/or their Medical Director.",can an emt-basic start an iv,0
"War Room (film) -- War Room is a 2015 American Christian drama film directed by Alex Kendrick and written by he and Stephen Kendrick. It is the Kendrick brothers' fifth film and their first through their subsidiary, Kendrick Brothers Productions. Provident Films, Affirm Films and TriStar Pictures partnered with the Kendrick brothers to release the film.",is war room movie based on a true story,0
"Sixth Amendment to the United States Constitution -- In all criminal prosecutions, the accused shall enjoy the right to a speedy and public trial, by an impartial jury of the State and district wherein the crime shall have been committed, which district shall have been previously ascertained by law, and to be informed of the nature and cause of the accusation; to be confronted with the witnesses against him; to have compulsory process for obtaining witnesses in his favor, and to have the Assistance of Counsel for his defence.",is the right to a fair trial in the constitution,0
"Church of England -- The Church of England (C of E) is the state church of England. The Archbishop of Canterbury (currently Justin Welby) is the most senior cleric, although the monarch is the supreme governor. The Church of England is also the mother church of the international Anglican Communion. It traces its history to the Christian church recorded as existing in the Roman province of Britain by the third century, and to the 6th-century Gregorian mission to Kent led by Augustine of Canterbury.",are the church of england and the anglican church the same,1
"The Washington Post -- The newspaper has won 47 Pulitzer Prizes. This includes six separate Pulitzers awarded in 2008, second only to The New York Times' seven awards in 2002 for the highest number ever awarded to a single newspaper in one year. Post journalists have also received 18 Nieman Fellowships and 368 White House News Photographers Association awards. In the early 1970s, in the best-known episode in the newspaper's history, reporters Bob Woodward and Carl Bernstein led the American press' investigation into what became known as the Watergate scandal; reporting in the newspaper greatly contributed to the resignation of President Richard Nixon. In years since, its investigations have led to increased review of the Walter Reed Army Medical Center.",is the washington post a reputable news source,1
"American Bully -- Founded in the United States between 1980 and 1990, the American Bully was produced using a foundation of American Staffordshire Terriers and American Pit Bull Terriers bred to several bulldog-type breeds. It was created with the purpose of being a family companion dog.",is an american bully the same as an american bulldog,0
"Birthday Cake (song) -- ``Birthday Cake'' is a song by Barbadian recording artist Rihanna, from her sixth studio album, Talk That Talk (2011). After it leaked onto the internet, fans expressed interest in the track being included on Talk That Talk, but it was later revealed that the 1:18 (one minute, 18 seconds) length that leaked was in fact the final cut and was not being considered for inclusion on the album. Due to a high level of fan interest, the song was included on the album as an interlude. The full length version, also known as the official remix of the track, featuring Rihanna's ex-boyfriend Chris Brown, was premiered online on February 20, 2012, to coincide with Rihanna's 24th birthday. The song peaked in the top fifty.",is there a full version of birthday cake by rihanna,1
"Law of New York (state) -- The Constitution of New York is the foremost source of state law. The legislation of the New York State Legislature is published in the official Laws of New York and codified in the Consolidated Laws of New York. State agency rules and regulations are promulgated in the New York State Register and compiled in the New York Codes, Rules and Regulations. Because New York is a common law state, every opinion, memorandum, and motion sent by the Court of Appeals and the Appellate Division of the Supreme Court is published in the New York Reports and Appellate Division Reports, respectively, and selected opinions of the trial courts and Supreme Court appellate terms are published in the Miscellaneous Reports. Each local government may also adopt local laws, and counties, cities, and towns may promulgate ordinances.",is new york state a common law state,1
"Mazda6 -- Just as before the 'Mazda 626 was renamed to Mazda6 Atenza, Ford continues to use the Mazda's G-series platform for the basis of a number of its CD3 platform coded vehicles, including the Ford Fusion, Mercury Milan, Lincoln Zephyr/MKZ, Lincoln MKX, and a range of SUVs and minivans. Ford also plans to offer a hybrid powertrain on the platform. The official Mazda chassis codes are GG (saloon/hatch) and GY (estate) series -- following the 626/Capella in its GF/GW series.",is the ford fusion and mazda 6 the same car,0
"Gun laws in Switzerland -- The 2017 report from Small Arms Survey has estimated that the number of civilian-held firearms in Switzerland is of 2.332 million, which given a population of 8.4 million corresponds to a gun ownership of around 27.6 guns per 100 residents.",is it a requirement to own a gun in switzerland,0
"Ogallala Aquifer -- The Ogallala Aquifer is a shallow water table aquifer surrounded by sand, silt, clay and gravel located beneath the Great Plains in the United States. One of the world's largest aquifers, it underlies an area of approximately 174,000 sq mi (450,000 km) in portions of eight states (South Dakota, Nebraska, Wyoming, Colorado, Kansas, Oklahoma, New Mexico, and Texas). It was named in 1898 by geologist N.H. Darton from its type locality near the town of Ogallala, Nebraska. The aquifer is part of the High Plains Aquifer System, and rests on the Ogallala Formation, which is the principal geologic unit underlying 80% of the High Plains.",is the ogallala aquifer the largest in the world,0
"Arrested Development (season 5) -- The fifth season of the television comedy series Arrested Development premiered on Netflix on May 29, 2018. The season will consist of 16 episodes, split into two eight-episode parts; with the second half premiering later in 2018. This is the second revival season after the series was canceled by Fox in 2006; the fourth season premiered in 2013.",is there a season 5 of arrested development,1
"FIFA World Cup Trophy -- The trophy has the engraving ``FIFA World Cup'' on its base. After the 1994 FIFA World Cup a plate was added to the bottom side of the trophy on which the names of winning countries are engraved, names therefore not visible when the trophy is standing upright. The inscriptions state the year in figures and the name of the winning nation in its national language; for example, ``1974 Deutschland'' or ``1994 Brasil''. In 2010, however, the name of the winning nation was engraved as ``2010 Spain'', in English, not in Spanish. As of 2018, twelve winners have been engraved on the base. The plate is replaced each World Cup cycle and the names of the trophy winners are rearranged into a spiral to accommodate future winners, with Spain on later occasions written in Spanish (``España''). FIFA's regulations now state that the trophy, unlike its predecessor, cannot be won outright: the winners of the tournament receive a bronze replica which is gold-plated rather than solid gold. Germany became the first nation to win the new trophy for the third time when they won the 2014 FIFA World Cup.",does the winner keep the world cup trophy,0
"Wisdom tooth -- A wisdom tooth or third molar is one of the three molars per quadrant of the human dentition. It is the most posterior of the three. Wisdom teeth generally erupt between the ages of 17 and 25. Most adults have four wisdom teeth, one in each of the four quadrants, but it is possible to have none, fewer, or more, in which case the extras are called supernumerary teeth. Wisdom teeth commonly affect other teeth as they develop, becoming impacted. They are often extracted when or even before this occurs.",is it possible to have a 5th wisdom tooth,1
Nintendo DS Lite -- The Nintendo DS Lite is compatible with Game Boy Advance and regular DS games. The DS Lite has a DS slot on top and the Game Boy slot on bottom. It also has a microphone and dual screens.,can you play gameboy games on a ds lite,1
"Muscular system -- The muscular system is an organ system consisting of skeletal, smooth and cardiac muscles. It permits movement of the body, maintains posture, and circulates blood throughout the body. The muscular system in vertebrates is controlled through the nervous system, although some muscles (such as the cardiac muscle) can be completely autonomous. Together with the skeletal system it forms the musculoskeletal system, which is responsible for movement of the human body.",is the heart apart of the muscular system,1
"Roman J. Israel, Esq. -- On August 25, 2016, it was revealed that Dan Gilroy's next directorial project was Inner City, a legal drama in the vein of The Verdict. Gilroy was then courting Denzel Washington to star. It was reported on September 21, 2016 that Sony Pictures was closing a deal to distribute the film, with principal photography scheduled to begin in March 2017. Gilroy's collaborators on Nightcrawler, cinematographer Robert Elswit and editor John Gilroy, worked with him again on the project. On January 31, 2017, it was reported that Colin Farrell was in talks to join the cast. As of February 28, 2017, Ashton Sanders was in talks to join as well, though he was unable to because of scheduling conflicts. In April 2017, Nazneen Contractor and Joseph David-Jones joined the cast. As of April 21, 2017, Inner City had begun filming in Los Angeles. In June 2017, Carmen Ejogo joined the cast as a civil rights worker. On June 22, 2017, the film was renamed Roman J. Israel, Esq.",is roman j israel movie based on a true story,0
"Away goals rule -- The away goals rule is applied in many football competitions that involve two-leg fixtures, including the knockout stages of the UEFA Champions League, UEFA Europa League, CAF Champions League, CAF Confederation Cup and any two-legged playoffs in qualification for the FIFA World Cup or European Championships. Major League Soccer in the U.S. and Canada introduced the away goals rule in the MLS Cup Playoffs, in which the conference semifinals and finals (the quarterfinals and semifinals of the overall tournament) are two-legged, for the first time in 2014. The rule was first applied in this competition when the Seattle Sounders defeated FC Dallas in the 2014 Western Conference Semifinals.",do away goals count in the league playoffs,1
"Osborne House -- The 'main wing' was added later: it contains the household accommodation and council and audience chambers. The final addition to the house was a wing built between 1890 and 1891. This wing was designed by John Lockwood Kipling, father of the poet Rudyard Kipling. On the ground floor, it includes the famous Durbar Room, named after an anglicised version of the Hindi word durbar, meaning court. The Durbar Room was built for state functions; it was decorated by Bhai Ram Singh in an elaborate and intricate style, and has a carpet from Agra. It now holds gifts Queen Victoria received on her Golden and Diamond jubilees. These include engraved silver and copper vases, Indian armour, and a model of an Indian palace. The first floor of the new wing was for the sole use of Princess Beatrice and her family. Beatrice was the Queen's youngest daughter, and she lived near Victoria during her life.",is there a durbar room at osborne house,1
"List of teams to overcome 3–1 series deficits -- The following is the list of teams to overcome 3--1 series deficits by winning three straight games to win a best-of-seven playoff series. In the history of major North American pro sports, teams that were down 3--1 in the series came back and won the series 52 times, more than half of them were accomplished by National Hockey League (NHL) teams. Teams overcame 3--1 deficit in the final championship round eight times, six were accomplished by Major League Baseball (MLB) teams in the World Series. Teams overcoming 3--0 deficit by winning four straight games were accomplished five times, four times in the NHL and once in MLB.",has any team ever come back from 3-0 nhl,1
"Dishwasher -- In addition to domestic units, industrial dishwashers are available for use in commercial establishments such as hotels and restaurants, where a large number of dishes must be cleaned. Washing is conducted with temperatures of 65--71 °C (149--160 °F) and sanitation is achieved by either the use of a booster heater that will provide an 82 °C (180 °F) ``final rinse'' temperature or through the use of a chemical sanitizer.",does the dishwasher make its own hot water,1
"History of rugby union matches between Australia and Ireland -- Since 1927, Australia and Ireland have competed against each other in rugby union in 36 matches, Australia having won 22, Ireland 13, with 1 draw. Their first meeting was on 12 November 1927, and was won 5-3 by Australia. Their most recent meeting took place at Allianz Stadium, Sydney on 23 June 2018 and was won 20 pts to 16 by Ireland.",has ireland ever beaten the wallabies in australia,1
"Carpal tunnel -- The tendons of the flexor digitorum superficialis and profundus pass through a common ulnar sheath, while the tendon of the flexor pollicis longus passes through a separate radial sheath. The mesotendon shared by these tendons is attached to the radial and palmar walls of the carpal tunnel.",is flexor pollicis longus in the carpal tunnel,1
"2018 FIFA World Cup knockout stage -- The knockout stage of the 2018 FIFA World Cup was the second and final stage of the competition, following the group stage. It began on 30 June with the round of 16 and ended on 15 July with the final match, held at the Luzhniki Stadium in Moscow. The top two teams from each group (16 in total) advanced to the knockout stage to compete in a single-elimination style tournament. A third place play-off was also played between the two losing teams of the semi-finals.",is round of 16 world cup single elimination,1
"Ozark (TV series) -- Ozark is an American crime drama web television series created by Bill Dubuque and produced by Media Rights Capital. Jason Bateman stars in the series; he also directed the first two and last two episodes of season 1. The first season is composed of nine one-hour episodes and a final 80-minute episode; it was released on Netflix on July 21, 2017.",is netflix ozark based on a true story,0
"Seth Curry -- Seth Adham Curry (born August 23, 1990) is an American professional basketball player for the Portland Trail Blazers of the National Basketball Association (NBA). He played college basketball for one year with the Liberty Flames before transferring to the Duke Blue Devils. He is the son of former NBA player Dell Curry and the younger brother of NBA player Stephen Curry.",does steph curry have a brother that plays basketball,1
